Model,Skill,RMSE,MAE
Ensemble,administration_yerevan armenia_Administrative,2.66794881322575,2.330252003303831
Ensemble,administration_yerevan armenia_Finance,1.0421938504024129,0.9136679100429052
Ensemble,administration_yerevan armenia_Other,3.2257490920151266,2.482887032515261
Ensemble,communication_abovyan armenia_Administrative,9.999645803118172e-07,4.76436911239989e-07
Ensemble,communication_abovyan armenia_Finance,0.3807548631675535,0.16958580648265204
Ensemble,communication_abovyan armenia_IT,0.19611613513818404,0.038461538461538464
Ensemble,communication_abovyan armenia_Management,0.5854268094799782,0.29182185590442367
Ensemble,communication_abovyan armenia_Other,0.5202732975810295,0.46921743639322955
Ensemble,communication_abovyan armenia_Sales_Marketing,0.2621591876161336,0.08115859698761481
Ensemble,communication_gyumri armenia_Administrative,0.20033202262395916,0.056151841280704384
Ensemble,communication_gyumri armenia_Finance,9.999701521764064e-07,7.068455041931496e-07
Ensemble,communication_gyumri armenia_IT,0.33672092779613716,0.11073568597266632
Ensemble,communication_gyumri armenia_Management,0.5631074912978186,0.26301556479799776
Ensemble,communication_gyumri armenia_Other,0.9260601030537781,0.6143357528457478
Ensemble,communication_gyumri armenia_Sales_Marketing,0.25758553477896295,0.23361704366836278
Ensemble,communication_other armenia_Administrative,0.9746693799906447,0.599463309365023
Ensemble,communication_other armenia_Finance,1.068213068438549,0.642256498729279
Ensemble,communication_other armenia_IT,0.35020952703942987,0.31229344637795103
Ensemble,communication_other armenia_Management,1.797276248218846,1.3261993639792151
Ensemble,communication_other armenia_Other,1.881036918000441,1.5707239543422749
Ensemble,communication_other armenia_Sales_Marketing,0.47452933776425477,0.22944950741995462
Ensemble,communication_tbilisi georgia_Administrative,9.99980788266999e-07,8.297715656372742e-07
Ensemble,communication_tbilisi georgia_Finance,9.999709816491894e-07,5.843561869540217e-07
Ensemble,communication_tbilisi georgia_Management,0.23660549526867505,0.12262121796612879
Ensemble,communication_tbilisi georgia_Other,9.99989971163467e-07,7.396288595180785e-07
Ensemble,communication_tbilisi georgia_Sales_Marketing,9.99984692397538e-07,4.26124610210604e-07
Ensemble,communication_vanadzor armenia_Administrative,9.999698946618885e-07,9.139244412827417e-07
Ensemble,communication_vanadzor armenia_IT,0.19611613513818404,0.038461538461538464
Ensemble,communication_vanadzor armenia_Management,9.999887498018824e-07,8.770017085945465e-07
Ensemble,communication_vanadzor armenia_Other,0.47048579361142345,0.331362498205788
Ensemble,communication_vanadzor armenia_Sales_Marketing,0.1858872460455516,0.08236682202326474
Ensemble,communication_yerevan armenia_Administrative,4.333378341231711,3.5753379355466866
Ensemble,communication_yerevan armenia_Finance,2.578026989072606,2.0129763212131278
Ensemble,communication_yerevan armenia_IT,7.079810408212123,5.89843734200837
Ensemble,communication_yerevan armenia_Management,5.279701180727866,4.097717920996733
Ensemble,communication_yerevan armenia_Other,10.692535422987993,7.245705012574007
Ensemble,communication_yerevan armenia_Sales_Marketing,3.2703652087884825,2.6560654416936655
Ensemble,css_abovyan armenia_IT,9.999663762860769e-07,7.319004492725471e-07
Ensemble,css_gyumri armenia_Administrative,0.0,0.0
Ensemble,css_gyumri armenia_Finance,0.0,0.0
Ensemble,css_gyumri armenia_IT,0.19611613513818404,0.038461538461538464
Ensemble,css_tbilisi georgia_Finance,0.0,0.0
Ensemble,customer service_gyumri armenia_Management,0.21309714282725548,0.08608686561674375
Ensemble,customer service_gyumri armenia_Sales_Marketing,9.999560650330895e-07,6.196033610679113e-07
Ensemble,customer service_vanadzor armenia_Management,9.999851622081297e-07,9.00938432147326e-07
Ensemble,customer service_vanadzor armenia_Sales_Marketing,9.999669034165194e-07,5.476398606964626e-07
Ensemble,database_abovyan armenia_Administrative,0.19755667202395247,0.07504230479683356
Ensemble,database_abovyan armenia_IT,0.19213618670677668,0.0579724639118199
Ensemble,database_other armenia_Administrative,0.06841176075075718,0.06277516487651487
Ensemble,database_tbilisi georgia_Administrative,9.999350751864697e-07,7.523499170683389e-07
Ensemble,database_tbilisi georgia_IT,9.999486083879621e-07,6.674293746973302e-07
Ensemble,database_yerevan armenia_Administrative,1.8763482711319264,1.619611201533488
Ensemble,database_yerevan armenia_Other,2.809572061928252,2.0322154244859965
Ensemble,database_yerevan armenia_Sales_Marketing,1.4058565280146793,1.2962024411041224
Ensemble,finance_abovyan armenia_Finance,0.4797989339164748,0.28708662790641426
Ensemble,finance_abovyan armenia_Sales_Marketing,9.99954025998716e-07,5.224938585717433e-07
Ensemble,finance_gyumri armenia_Finance,9.999701521764064e-07,7.068455041931496e-07
Ensemble,finance_gyumri armenia_IT,9.999908688809167e-07,4.1447424612223747e-07
Ensemble,finance_gyumri armenia_Other,0.9929384623418187,0.26412153334803357
Ensemble,finance_other armenia_Finance,0.8170308743949695,0.46269645355517847
Ensemble,finance_other armenia_Management,1.634855154689073,1.1665749876289533
Ensemble,finance_other armenia_Other,0.8471394571213487,0.6707372388201687
Ensemble,finance_tbilisi georgia_Finance,9.99990222146274e-07,3.58702004659362e-07
Ensemble,finance_tbilisi georgia_Other,9.9998500574264e-07,8.352790262631961e-07
Ensemble,finance_vanadzor armenia_Administrative,9.999520847514808e-07,4.337178194600147e-07
Ensemble,finance_vanadzor armenia_Management,9.9998379869417e-07,8.788454802781613e-07
Ensemble,finance_vanadzor armenia_Other,0.19371247626033355,0.09626870419041673
Ensemble,finance_yerevan armenia_Administrative,1.5404340533128256,1.1240899698435638
Ensemble,finance_yerevan armenia_Finance,3.2944865246376698,2.5895205313746876
Ensemble,finance_yerevan armenia_Other,3.7328368934497473,2.5643643212269414
Ensemble,html_gyumri armenia_IT,0.19611613513818404,0.038461538461538464
Ensemble,html_tbilisi georgia_IT,9.999486083879621e-07,6.674293746973302e-07
Ensemble,java_other armenia_IT,0.22012397724143115,0.07441347804300923
Ensemble,javascript_abovyan armenia_IT,0.19213618670677668,0.0579724639118199
Ensemble,javascript_tbilisi georgia_IT,9.999486083879621e-07,6.674293746973302e-07
Ensemble,javascript_yerevan armenia_IT,4.0162045141693925,3.3243100904221743
Ensemble,leadership_gyumri armenia_Management,0.4203741770129012,0.14589522990684461
Ensemble,leadership_other armenia_Management,1.068907418507706,0.8160622224875465
Ensemble,leadership_other armenia_Other,0.6425580666080081,0.48006221704054963
Ensemble,leadership_tbilisi georgia_Management,0.23838523739476916,0.11630851892623577
Ensemble,leadership_tbilisi georgia_Other,9.999785848759697e-07,7.049751768430453e-07
Ensemble,leadership_yerevan armenia_Management,2.501399646785424,1.957828573236236
Ensemble,management_abovyan armenia_Administrative,9.999883255975824e-07,8.496871248486819e-07
Ensemble,management_abovyan armenia_Finance,0.19568369576998867,0.07878517905194973
Ensemble,management_abovyan armenia_Management,0.7491332545265357,0.3629463196021413
Ensemble,management_abovyan armenia_Other,0.2731126650848507,0.14222326794841186
Ensemble,management_abovyan armenia_Sales_Marketing,9.999552660169359e-07,6.451008827046931e-07
Ensemble,management_gyumri armenia_Administrative,0.1950810763969554,0.05402265817138001
Ensemble,management_gyumri armenia_Management,0.45607345707747704,0.18213337846701674
Ensemble,management_gyumri armenia_Other,0.7000111778639562,0.3909793774569032
Ensemble,management_gyumri armenia_Sales_Marketing,0.19478561279002135,0.05444704291319613
Ensemble,management_other armenia_Administrative,0.3953656072287471,0.15810256901012368
Ensemble,management_other armenia_Finance,0.5466262023737117,0.28242726370324417
Ensemble,management_other armenia_IT,0.3848630378554253,0.2626335101200177
Ensemble,management_other armenia_Management,2.08494643576468,1.6121645780168474
Ensemble,management_other armenia_Other,2.1999242769687073,1.7823694543931232
Ensemble,management_other armenia_Sales_Marketing,9.999892771067335e-07,8.326423128974394e-07
Ensemble,management_tbilisi georgia_Administrative,9.999665257428235e-07,9.146172625748322e-07
Ensemble,management_tbilisi georgia_Management,0.23659303956637084,0.12318026724834176
Ensemble,management_tbilisi georgia_Other,0.05741680411025811,0.04627274677983817
Ensemble,management_tbilisi georgia_Sales_Marketing,9.99984692397538e-07,4.26124610210604e-07
Ensemble,management_vanadzor armenia_Administrative,9.999162860730351e-07,5.899401742807157e-07
Ensemble,management_vanadzor armenia_IT,0.19611613513818404,0.038461538461538464
Ensemble,management_vanadzor armenia_Management,0.04603159032504046,0.0426756492911082
Ensemble,management_vanadzor armenia_Other,0.2483373661930311,0.1385588077876205
Ensemble,management_vanadzor armenia_Sales_Marketing,0.19672745768276673,0.056669058950687815
Ensemble,management_yerevan armenia_Administrative,2.863463913672317,2.386575625566342
Ensemble,management_yerevan armenia_Finance,2.5382732472303267,2.266481681761477
Ensemble,management_yerevan armenia_IT,4.51834684853345,3.565162525651429
Ensemble,management_yerevan armenia_Management,5.572745996798445,4.348892007989528
Ensemble,management_yerevan armenia_Other,6.588241905536726,4.1493521823665285
Ensemble,management_yerevan armenia_Sales_Marketing,2.102211670197282,1.7262484396217082
Ensemble,marketing_abovyan armenia_Management,0.3922322702763681,0.15384615384615385
Ensemble,marketing_abovyan armenia_Other,0.20259963476378018,0.07673514175839426
Ensemble,marketing_abovyan armenia_Sales_Marketing,0.2751269998000258,0.10680989486833146
Ensemble,marketing_gyumri armenia_Sales_Marketing,9.999886577656055e-07,9.015825150638862e-07
Ensemble,marketing_other armenia_IT,0.28922692514324744,0.2600192675638398
Ensemble,marketing_other armenia_Sales_Marketing,0.2859584358808046,0.20186433583942948
Ensemble,marketing_tbilisi georgia_Sales_Marketing,9.99984692397538e-07,4.26124610210604e-07
Ensemble,marketing_vanadzor armenia_Sales_Marketing,9.999652542904526e-07,6.795392756513707e-07
Ensemble,marketing_yerevan armenia_Management,4.235276179011117,3.509930902835337
Ensemble,marketing_yerevan armenia_Sales_Marketing,2.226842487145892,1.7196320863465269
Ensemble,project management_abovyan armenia_Finance,9.999618186911422e-07,6.93895139198846e-07
Ensemble,project management_tbilisi georgia_Management,9.999927515616631e-07,6.837722833775853e-07
Ensemble,sales_abovyan armenia_Administrative,0.19611613513818404,0.038461538461538464
Ensemble,sales_abovyan armenia_Management,0.33489246261997474,0.1415654747235835
Ensemble,sales_abovyan armenia_Other,0.42615430735018917,0.1769938691082132
Ensemble,sales_abovyan armenia_Sales_Marketing,0.2615323723002048,0.08985428315346705
Ensemble,sales_gyumri armenia_Sales_Marketing,0.3192466782668538,0.3001132775232666
Ensemble,sales_other armenia_Management,0.8493680113575801,0.7135810633457262
Ensemble,sales_other armenia_Sales_Marketing,0.4977941913452947,0.3275746984775459
Ensemble,sales_vanadzor armenia_Sales_Marketing,0.19841448577225812,0.06040013199396622
Ensemble,sales_yerevan armenia_Management,3.7534372426873412,2.757269629340425
Ensemble,sales_yerevan armenia_Sales_Marketing,2.6626576379969404,2.1975583705950124
Ensemble,software development_other armenia_IT,0.21210160299198064,0.0799171112267616
Ensemble,software development_tbilisi georgia_IT,9.999486083879621e-07,6.674293746973302e-07
Ensemble,software development_vanadzor armenia_IT,0.19611613513818404,0.038461538461538464
Ensemble,software development_yerevan armenia_IT,4.901742939634429,3.8683062365483263
Ensemble,sql_gyumri armenia_IT,0.3922322702763681,0.07692307692307693
Ensemble,sql_tbilisi georgia_IT,9.999486083879621e-07,6.674293746973302e-07
Ensemble,sql_yerevan armenia_IT,4.204213053094551,3.181065235428302
